Ort;Zusatz;Plz;Vorwahl;Bundesland,,
Dorf Gutow;;23948;038825;Mecklenburg-Vorpommern,,
Dorf Mecklenburg;;23972;03841;Mecklenburg-Vorpommern,,
Dorf Reppenhagen;;23948;038825;Mecklenburg-Vorpommern,,
Dorf Wahrsow;;23923;;Mecklenburg-Vorpommern,,
Dorf Zechlin;;16837;033923;Brandenburg,,
Dorfchemnitz;bei Sayda;09619;037320;Sachsen,,
Dorfen;, Stadt;84405;08081;Bayern,
Dorfhain;;01738;035055;Sachsen,,
Dorfilm;;07338;036734;Thueringen,,
Doerfles-Esbach;;96487;09561;Bayern,,
Dorfprozelten;;97904;09392;Bayern,,
Doeringsdorf;;37308;036082;Thueringen,,
Dormagen;;41539;02133;Nordrhein-Westfalen,,
Dormagen;;41540;02133;Nordrhein-Westfalen,,
Dormagen;;41541;02133;Nordrhein-Westfalen,,
Dormagen;;41542;02133;Nordrhein-Westfalen,,
Dormettingen;;72358;07427;Baden-Wuerttemberg,,
Dormitz;;91077;09134;Bayern,,
Dorna;bei Lutherstadt Wittenberg;06901;034927;Sachsen-Anhalt,,
Doerna;;99976;03601;Thueringen,,
Doernberg;bei Holzappel, Rhein-Lahn-Kreis;56379;06439;Rheinland-Pfalz,
Dornbock;;06369;034979;Sachsen-Anhalt,,
Dornburg;, Saale;07778;036427;Thueringen,
Dornburg;, Elbe;39264;039242;Sachsen-Anhalt,
Dornburg;, Westerwald;65599;06436;Hessen,
Dorndorf;bei Rudolstadt;07407;036742;Thueringen,,
Dorndorf;, Rhoen;36460;036963;Thueringen,
Dorndorf-Steudnitz;;07778;036427;Thueringen,,
Dorn-Duerkheim;;67585;06733;Rheinland-Pfalz,,
Doernfeld an der Ilm;;99326;03629;Thueringen,,
Dornhan;;72175;07455;Baden-Wuerttemberg,,
Dornhecken;;83546;08073;Bayern,,
Dornheim;bei Arnstadt;99310;03628;Thueringen,,
Dornholzhausen;, Rhein-Lahn-Kreis;56357;02604;Rheinland-Pfalz,
Doernick;;24326;04526;Schlewig-Holstein,,
Doernitz;;39291;039225;Sachsen-Anhalt,,
Dornreichenbach;;04808;034262;Sachsen,,
Dornstadt;, Baden-Wuerttemberg;89160;07348;Baden-Wuerttemberg,
Dornstedt;;06179;034636;Sachsen-Anhalt,,
Dornstetten;, Baden-Wuerttemberg;72280;07443;Baden-Wuerttemberg,
Dornswalde;;15837;033704;Brandenburg,,
Dornum;, Ostfriesland;26553;04933;Niedersachsen,
Dorotheenhof;bei Velten;16766;033055;Brandenburg,,
Doerpen;;26892;04963;Niedersachsen,,
Doerphof;;24398;04644;Schlewig-Holstein,,
Doerpling;;25794;04803;Schlewig-Holstein,,
Doerpstedt;bei Schleswig;24869;04627;Schlewig-Holstein,,
Doerpum;;25821;04671;Schlewig-Holstein,,
Doerpumfeld;;25821;04672;Schlewig-Holstein,,
Doerrebach;, Hunsrueck;55444;06724;Rheinland-Pfalz,
Doerrenbach;, Pfalz;76889;06343;Rheinland-Pfalz,
Doerrmoschel;;67806;06361;Rheinland-Pfalz,,
Doerrwalde;;01983;035753;Brandenburg,,
Doerscheid;;56348;06774;Rheinland-Pfalz,,
Doersdorf;, Taunus;56370;06486;Rheinland-Pfalz,
Dorsel;;53533;02693;Rheinland-Pfalz,,
Dorsheim;;55452;06721;Rheinland-Pfalz,,
Dorst;;39638;039058;Sachsen-Anhalt,,
Dorstadt;;38312;05337;Niedersachsen,,
Dorsten;;46282;02362;Nordrhein-Westfalen,,
Dorsten;;46284;02362;Nordrhein-Westfalen,,
Dorsten;;46286;02362;Nordrhein-Westfalen,,
Doerth;;56281;06747;Rheinland-Pfalz,,
Dortmund;;44135;0231;Nordrhein-Westfalen,,
Dortmund;;44137;0231;Nordrhein-Westfalen,,
Dortmund;;44139;0231;Nordrhein-Westfalen,,
Dortmund;;44141;0231;Nordrhein-Westfalen,,
Dortmund;;44143;0231;Nordrhein-Westfalen,,
Dortmund;;44145;0231;Nordrhein-Westfalen,,
Dortmund;;44147;0231;Nordrhein-Westfalen,,
Dortmund;;44149;0231;Nordrhein-Westfalen,,
Dortmund;;44225;0231;Nordrhein-Westfalen,,
Dortmund;;44227;0231;Nordrhein-Westfalen,,
Dortmund;;44229;0231;Nordrhein-Westfalen,,
Dortmund;;44263;0231;Nordrhein-Westfalen,,
Dortmund;;44265;0231;Nordrhein-Westfalen,,
Dortmund;;44267;0231;Nordrhein-Westfalen,,
Dortmund;;44269;0231;Nordrhein-Westfalen,,
Dortmund;;44287;0231;Nordrhein-Westfalen,,
Dortmund;;44289;0231;Nordrhein-Westfalen,,
Dortmund;;44309;0231;Nordrhein-Westfalen,,
Dortmund;;44319;0231;Nordrhein-Westfalen,,
Dortmund;;44328;0231;Nordrhein-Westfalen,,
Dortmund;;44329;0231;Nordrhein-Westfalen,,
Dortmund;;44339;0231;Nordrhein-Westfalen,,
Dortmund;;44357;0231;Nordrhein-Westfalen,,
Dortmund;;44359;0231;Nordrhein-Westfalen,,
Dortmund;;44369;0231;Nordrhein-Westfalen,,
Dortmund;;44379;0231;Nordrhein-Westfalen,,
Dortmund;;44388;0231;Nordrhein-Westfalen,,
Dorum;bei Bremerhaven;27632;04742;Niedersachsen,,
Doerverden;;27313;04234;Niedersachsen,,
,,
Doerzbach;;74677;07937;Baden-Wuerttemberg,,
Doeschnitz;;07429;036730;Thueringen,,
Doeschwitz;;06712;034425;Sachsen-Anhalt,,
Doesitz;;01594;035268;Sachsen,,
Doessel;;06198;034607;Sachsen-Anhalt,,
Dossenheim;;69221;06221;Baden-Wuerttemberg,,
Dossow;;16909;03394;Brandenburg,,
Doetlingen;;27801;04433;Niedersachsen,,
Dotternhausen;;72359;07427;Baden-Wuerttemberg,,
Doettesfeld;;56305;02684;Rheinland-Pfalz,,
Doettinger Hoehe;;53520;;Rheinland-Pfalz,,
Drachhausen;;03185;035609;Brandenburg,,
Drachselsried;;94256;09945;Bayern,,
Drackendorf;;07751;03641;Thueringen,,
Drackendorf;;07751;03641;Thueringen,,
Drackenstedt;;39365;039293;Sachsen-Anhalt,,
Drackenstein;, Schwaebische Alb;73345;07335;Baden-Wuerttemberg,
Drage;, Elbe;21423;04177;Niedersachsen,
Drage;bei Hohenaspe;25582;04893;Schlewig-Holstein,,
Drage;, Nordfriesl;25878;04881;Schlewig-Holstein,
Dragensdorf;;07907;036648;Thueringen,,
Dragun;;19205;038871;Mecklenburg-Vorpommern,,
Drahendorf;;15848;033672;Brandenburg,,
Drahnsdorf;;15938;035453;Brandenburg,,
Drakenburg;;31623;05024;Niedersachsen,,
Drangstedt;;27624;04704;Niedersachsen,,
Dranse;;16909;033966;Brandenburg,,
Dransfeld;;37127;05502;Niedersachsen,,
Dranske;;18556;038391;Mecklenburg-Vorpommern,,
Drantum;, Gemeinde Emstek;49685;04473;Niedersachsen,
Draschwitz;bei Grimma;04668;034386;Sachsen,,
Draschwitz;bei Zeitz, Elster;06712;034424;Sachsen-Anhalt,
Drasdo;;04938;035365;Brandenburg,,
Dreba;;07806;036484;Thueringen,,
Drebach;;09430;037341;Sachsen,,
Drebber;;49457;05445;Niedersachsen,,
Drebkau;;03116;035602;Brandenburg,,
Drebsdorf;;06528;034656;Sachsen-Anhalt,,
Drechow;;18465;038320;Mecklenburg-Vorpommern,,
Dreeker Fladder;;49457;05445;Niedersachsen,,
Drees;;53520;02691;Rheinland-Pfalz,,
Dreetz;bei Neustadt, Dosse;16845;033970;Brandenburg,
Dreetz;bei Buetzow;18249;038450;Mecklenburg-Vorpommern,,
Drefahl;;19372;038721;Mecklenburg-Vorpommern,,
Dreggers;;23845;04550;Schlewig-Holstein,,
Drehfeld;;09629;037324;Sachsen,,
Drehnow;;03185;035601;Brandenburg,,
Drei Annen Hohne;;38875;039455;Sachsen-Anhalt,,
Dreieich;;63303;06103;Hessen,,
Dreifaltigkeitsberg, Gemeinde Weng;;84164;08733;Bayern,
Dreifelden;;57629;02666;Rheinland-Pfalz,,
Dreihof;;76879;06348;Rheinland-Pfalz,,
Dreikirchen;;56414;06435;Rheinland-Pfalz,,
Dreileben;;39365;039293;Sachsen-Anhalt,,
Dreiluetzow;;19243;038852;Mecklenburg-Vorpommern,,
Dreis;bei Wittlich;54518;06578;Rheinland-Pfalz,,
Dreisbach;, Westerwald;56472;02661;Rheinland-Pfalz,
Dreis-Brueck;;54552;06595;Rheinland-Pfalz,,
Dreisen;;67816;06357;Rheinland-Pfalz,,
Dreissig;;04720;034325;Sachsen,,
Dreitzsch;;07819;036481;Thueringen,,
Drelsdorf;;25853;04673;Schlewig-Holstein,,
Drenkow;;19376;038729;Mecklenburg-Vorpommern,,
Drense;;17291;039857;Brandenburg,,
Drensteinfurt;;48317;02508;Nordrhein-Westfalen,,
Drentwede;;49406;04246;Niedersachsen,,
Dreschvitz;;18573;038306;Mecklenburg-Vorpommern,,
Dresden;;01067;0351;Sachsen,,
Dresden;;01069;0351;Sachsen,,
Dresden;;01097;0351;Sachsen,,
Dresden;;01099;0351;Sachsen,,
Dresden;;01108;0351;Sachsen,,
Dresden;;01109;0351;Sachsen,,
Dresden;;01127;0351;Sachsen,,
Dresden;;01129;0351;Sachsen,,
Dresden;;01139;0351;Sachsen,,
Dresden;;01156;0351;Sachsen,,
Dresden;;01157;0351;Sachsen,,
Dresden;;01159;0351;Sachsen,,
Dresden;;01169;0351;Sachsen,,
Dresden;;01187;0351;Sachsen,,
Dresden;;01189;0351;Sachsen,,
Dresden;;01217;0351;Sachsen,,
Dresden;;01219;0351;Sachsen,,
Dresden;;01237;0351;Sachsen,,
Dresden;;01239;0351;Sachsen,,
Dresden;;01257;0351;Sachsen,,
Dresden;;01259;0351;Sachsen,,
Dresden;;01277;0351;Sachsen,,
Dresden;;01279;0351;Sachsen,,
Dresden;;01307;0351;Sachsen,,
Dresden;;01309;0351;Sachsen,,
Dresden;;01324;0351;Sachsen,,
Dresden;;01326;0351;Sachsen,,
Dresden;;01328;0351;Sachsen,,
Drestedt;;21279;04186;Niedersachsen,,
Drestedt-Valzik;, Siedlung;21255;;Niedersachsen,
Dretzen;;14793;033830;Brandenburg,,
Drewelow;;17392;039727;Mecklenburg-Vorpommern,,
Drewen;;16866;033976;Brandenburg,,
Drewitz;, NL;03197;035607;Brandenburg,
Drewitz;bei Burg bei Magdeburg;39291;039225;Sachsen-Anhalt,,
Driedorf;;35759;02775;Hessen,,
Drieschnitz-Kahsel;;03130;035605;Brandenburg,,
Driftsethe;;27628;04746;Niedersachsen,,
Drispeth;;19069;03867;Mecklenburg-Vorpommern,,
Droebischau;;07426;036738;Thueringen,,
Drochow;;01994;035754;Brandenburg,,
Drochtersen;;21706;04143;Niedersachsen,,
Drogen;;04626;034491;Thueringen,,
Drognitz;;07338;036737;Thueringen,,
Drohndorf;;06456;03473;Sachsen-Anhalt,,
Drolshagen;;57489;02761;Nordrhein-Westfalen,,
Dromigt;;54619;;Rheinland-Pfalz,,
Droennewitz;bei Hagenow;19243;038853;Mecklenburg-Vorpommern,,
Drosa;;06369;034979;Sachsen-Anhalt,,
Droschka;;07616;036692;Thueringen,,
Drossdorf;bei Zeitz, Elster;06712;03441;Sachsen-Anhalt,
Drossdorf;bei Oelsnitz, Vogtland;08606;037421;Sachsen,
Droyssig;;06722;034425;Sachsen-Anhalt,,
Druebeck;;38871;039452;Sachsen-Anhalt,,
Druesedau;;39615;039386;Sachsen-Anhalt,,
Druesen;;23879;04542;Schlewig-Holstein,,
Druxberge;;39365;039293;Sachsen-Anhalt,,
Duben;;15926;035456;Brandenburg,,
Dueben;;06869;034903;Sachsen-Anhalt,,
Dubrau;bei Forst, Lausitz;03149;035694;Brandenburg,
Dubrau;, NL;03205;035433;Brandenburg,
Duebrichen;;03253;035327;Brandenburg,,
Dubro;;04916;035362;Brandenburg,,
Duechelsdorf;;23847;04501;Schlewig-Holstein,,
Ducherow;;17398;039726;Mecklenburg-Vorpommern,,
Duchroth;;55585;06755;Rheinland-Pfalz,,
Duckow;;17139;039957;Mecklenburg-Vorpommern,,
Dudeldorf;;54647;06565;Rheinland-Pfalz,,
Dudenbacherhof;;67731;06301;Rheinland-Pfalz,,
Duedenbuettel;;21709;04144;Niedersachsen,,
Dudenhofen;, Pfalz;67373;06232;Rheinland-Pfalz,
Dudenroth;;56288;06746;Rheinland-Pfalz,,
Duderstadt;, Niedersachs;37115;05527;Niedersachsen,
Duggendorf;;93182;09473;Bayern,,
Duingen;;31089;05185;Niedersachsen,,
Duisburg;;47051;0203;Nordrhein-Westfalen,,
Duisburg;;47053;0203;Nordrhein-Westfalen,,
Duisburg;;47055;0203;Nordrhein-Westfalen,,
Duisburg;;47057;0203;Nordrhein-Westfalen,,
Duisburg;;47058;0203;Nordrhein-Westfalen,,
Duisburg;;47059;0203;Nordrhein-Westfalen,,
Duisburg;;47119;0203;Nordrhein-Westfalen,,
Duisburg;;47137;0203;Nordrhein-Westfalen,,
Duisburg;;47138;0203;Nordrhein-Westfalen,,
Duisburg;;47139;0203;Nordrhein-Westfalen,,
Duisburg;;47166;0203;Nordrhein-Westfalen,,
Duisburg;;47167;0203;Nordrhein-Westfalen,,
Duisburg;;47169;0203;Nordrhein-Westfalen,,
Duisburg;;47178;0203;Nordrhein-Westfalen,,
Duisburg;;47179;0203;Nordrhein-Westfalen,,
Duisburg;;47198;0203;Nordrhein-Westfalen,,
Duisburg;;47199;0203;Nordrhein-Westfalen,,
Duisburg;;47226;0203;Nordrhein-Westfalen,,
Duisburg;;47228;0203;Nordrhein-Westfalen,,
Duisburg;;47229;0203;Nordrhein-Westfalen,,
Duisburg;;47239;0203;Nordrhein-Westfalen,,
Duisburg;;47249;0203;Nordrhein-Westfalen,,
Duisburg;;47259;0203;Nordrhein-Westfalen,,
Duisburg;;47269;0203;Nordrhein-Westfalen,,
Duisburg;;47279;0203;Nordrhein-Westfalen,,
Duelmen;;48249;02594;Nordrhein-Westfalen,,
Duemmer;;19073;03869;Mecklenburg-Vorpommern,,
Dummerstorf;;18196;038208;Mecklenburg-Vorpommern,,
Duempelfeld;;53520;02695;Rheinland-Pfalz,,
Duenfus;;56754;02672;Rheinland-Pfalz,,
Duengenheim;;56761;02653;Rheinland-Pfalz,,
Dunningen;, Baden-Wuerttemberg;78655;07403;Baden-Wuerttemberg,
Duensen;bei Bassum;27243;04244;Niedersachsen,,
Dunsum;;25938;04683;Schlewig-Holstein,,
Dunum;;26427;04971;Niedersachsen,,
Dunzweiler;;66916;06373;Rheinland-Pfalz,,
Duepow;;19348;03876;Brandenburg,,
Duppach;;54597;06558;Rheinland-Pfalz,,
Durach;, Allgaeu;87471;0831;Bayern,
Duerach;;89165;07347;Baden-Wuerttemberg,,
Durbach;;77770;0781;Baden-Wuerttemberg,,
Duerbheim;, Kreis Tuttlingen;78589;07424;Baden-Wuerttemberg,
Durchhausen;;78591;07464;Baden-Wuerttemberg,,
Dueren;, Rheinland;52349;02421;Nordrhein-Westfalen,
Dueren;, Rheinland;52351;02421;Nordrhein-Westfalen,
Dueren;, Rheinland;52353;02421;Nordrhein-Westfalen,
Dueren;, Rheinland;52355;02421;Nordrhein-Westfalen,
Durlangen;;73568;07176;Baden-Wuerttemberg,,
Duermentingen;;88525;07371;Baden-Wuerttemberg,,
Durmersheim;;76448;07245;Baden-Wuerttemberg,,
Duernau;, Kreis Goeppingen;73105;07164;Baden-Wuerttemberg,
Duernau;bei Bad Buchau;88422;07582;Baden-Wuerttemberg,,
Duernberg;bei Furth i Wald;93437;09973;Bayern,,
Duerrenhofe;;15910;035472;Brandenburg,,
Duerrenuhlsdorf;;08396;037609;Sachsen,,
Durrhausen;;83552;08075;Bayern,,
Duerrhennersdorf;;02708;035872;Sachsen,,
Duerrholz;;56307;02684;Rheinland-Pfalz,,
Duerrlauingen;;89350;08222;Bayern,,
Duerrroehrsdorf-Dittersbach;;01833;035026;Sachsen,,
Duerrwangen;, Mittelfranken;91602;09856;Bayern,
Duerrweitzschen;bei Grimma;04668;034386;Sachsen,,
Duesedau;;39606;03937;Sachsen-Anhalt,,
Dusenbruecken;;66989;06336;Rheinland-Pfalz,,
Duesseldorf;;40210;0211;Nordrhein-Westfalen,,
Duesseldorf;;40211;0211;Nordrhein-Westfalen,,
Duesseldorf;;40212;0211;Nordrhein-Westfalen,,
Duesseldorf;;40213;0211;Nordrhein-Westfalen,,
Duesseldorf;;40215;0211;Nordrhein-Westfalen,,
Duesseldorf;;40217;0211;Nordrhein-Westfalen,,
Duesseldorf;;40219;0211;Nordrhein-Westfalen,,
Duesseldorf;;40221;0211;Nordrhein-Westfalen,,
Duesseldorf;;40223;0211;Nordrhein-Westfalen,,
Duesseldorf;;40225;0211;Nordrhein-Westfalen,,
Duesseldorf;;40227;0211;Nordrhein-Westfalen,,
Duesseldorf;;40229;0211;Nordrhein-Westfalen,,
Duesseldorf;;40231;0211;Nordrhein-Westfalen,,
Duesseldorf;;40233;0211;Nordrhein-Westfalen,,
Duesseldorf;;40235;0211;Nordrhein-Westfalen,,
Duesseldorf;;40237;0211;Nordrhein-Westfalen,,
Duesseldorf;;40239;0211;Nordrhein-Westfalen,,
Duesseldorf;;40468;0211;Nordrhein-Westfalen,,
Duesseldorf;;40470;0211;Nordrhein-Westfalen,,
Duesseldorf;;40472;0211;Nordrhein-Westfalen,,
Duesseldorf;;40474;0211;Nordrhein-Westfalen,,
Duesseldorf;;40476;0211;Nordrhein-Westfalen,,
Duesseldorf;;40477;0211;Nordrhein-Westfalen,,
Duesseldorf;;40479;0211;Nordrhein-Westfalen,,
Duesseldorf;;40489;0211;Nordrhein-Westfalen,,
Duesseldorf;;40545;0211;Nordrhein-Westfalen,,
Duesseldorf;;40547;0211;Nordrhein-Westfalen,,
Duesseldorf;;40549;0211;Nordrhein-Westfalen,,
Duesseldorf;;40589;0211;Nordrhein-Westfalen,,
Duesseldorf;;40591;0211;Nordrhein-Westfalen,,
Duesseldorf;;40593;0211;Nordrhein-Westfalen,,
Duesseldorf;;40595;0211;Nordrhein-Westfalen,,
Duesseldorf;;40597;0211;Nordrhein-Westfalen,,
Duesseldorf;;40599;0211;Nordrhein-Westfalen,,
Duesseldorf;;40625;0211;Nordrhein-Westfalen,,
Duesseldorf;;40627;0211;Nordrhein-Westfalen,,
Duesseldorf;;40629;0211;Nordrhein-Westfalen,,
Duesseldorf;;40721;0211;Nordrhein-Westfalen,,
Dusslingen;;72144;07072;Baden-Wuerttemberg,,
Duessnitz;;06917;035388;Sachsen-Anhalt,,
Duten;, Gemeinde Alt Duvenstedt;24782;;Schlewig-Holstein,
Duetschow;;19372;038726;Mecklenburg-Vorpommern,,
Dutzenthal;;91438;09165;Bayern,,
Dutzow;;19205;038876;Mecklenburg-Vorpommern,,
Duvennest;;23923;038821;Mecklenburg-Vorpommern,,
Duvensee;;23898;04543;Schlewig-Holstein,,
Duevier;;17121;039998;Mecklenburg-Vorpommern,,
Dwergte;, Gemeinde Molbergen;49696;04475;Niedersachsen,
Dyrotz;;14641;033234;Brandenburg,,
Ebeleben;;99713;036020;Thueringen,,
Ebelsbach;;97500;09522;Bayern,,
Ebendorf;;39179;039203;Sachsen-Anhalt,,
Ebenhausen;, Isartal;82067;08178;Bayern,
Ebenheiderhof;;97896;09378;Bayern,,
Ebenheim;;99869;036254;Thueringen,,
Ebensfeld;;96250;09573;Bayern,,
Ebenshausen;;99826;036924;Thueringen,,
Ebenweiler;;88370;07584;Baden-Wuerttemberg,,
Ebenwies;;93152;09404;Bayern,,
Eberbach;, Baden;69412;06271;Baden-Wuerttemberg,
Eberdingen;;71735;07042;Baden-Wuerttemberg,,
Ebereschenhof;;14641;033230;Brandenburg,,
Eberfing;;82390;08802;Bayern,,
Ebergoetzen;;37136;05507;Niedersachsen,,
Eberhardzell;;88436;07358;Baden-Wuerttemberg,,
Eberholzen;;31079;05065;Niedersachsen,,
Ebermannsdorf;;92263;09624;Bayern,,
Ebermannstadt;;91320;09194;Bayern,,
Ebern;;96106;09531;Bayern,,
Ebernhahn;;56424;02623;Rheinland-Pfalz,,
Ebersbach;bei Grossenhain, Sachsen;01561;035208;Sachsen,
Ebersbach;/Sachsen;02730;03586;Sachsen,,
Ebersbach;bei Doebeln;04720;03431;Sachsen,,
Ebersbach;an der Fils;73061;07163;Baden-Wuerttemberg,,
Ebersbach-Musbach;;88371;07584;Baden-Wuerttemberg,,
Ebersberg;, Oberbayern;85560;08092;Bayern,
Ebersbrunn;, Sachsen;08144;037607;Sachsen,
Ebersburg;;36157;06656;Hessen,,
Ebersdorf;, Thueringen;07368;036651;Thueringen,
Ebersdorf;bei Bremervoerde;27432;04765;Niedersachsen,,
Ebersdorf;bei Coburg;96237;09562;Bayern,,
Ebershausen;, Schwaben;86491;08282;Bayern,
Ebersroda;;06632;034632;Sachsen-Anhalt,,
Eberstadt;, Baden-Wuerttemberg;74246;07134;Baden-Wuerttemberg,
Eberstedt;;99518;036464;Thueringen,,
Ebersteinerhof;;78083;;Baden-Wuerttemberg,,
Eberswalde;;16225;03334;Brandenburg,,
Eberswalde;;16227;03334;Brandenburg,,
Ebertshausen;, Rhein-Lahn-Kreis;56370;06486;Rheinland-Pfalz,
Ebertsheim;, Pfalz;67280;06359;Rheinland-Pfalz,
Ebhausen;;72224;07458;Baden-Wuerttemberg,,
Ebing;bei Petting;83367;08686;Bayern,,
Ebnath;, Oberpfaffen;95683;09234;Bayern,
Ebnisee;;73667;07184;Baden-Wuerttemberg,,
Eborn;;55765;;Rheinland-Pfalz,,
Ebrach;, Oberfranken;96157;09553;Bayern,
Ebringen;, Breisgau;79285;07664;Baden-Wuerttemberg,
Ebsdorfergrund;;35085;06424;Hessen,,
Ebstorf;;29574;05822;Niedersachsen,,
Echem;;21379;04153;Niedersachsen,,
Eching;am Ammersee;82279;08143;Bayern,,
Eching;, Niederbayern;84174;08709;Bayern,
Eching;, Kreis Freising;85386;08143;Bayern,
Echternacherbrueck;;54668;06525;Rheinland-Pfalz,,
Echtershausen;;54636;06569;Rheinland-Pfalz,,
Echzell;;61209;06008;Hessen,,
Eck;bei Evenhausen, Oberbayern;83552;08075;Bayern,
Eckardtshausen;;99819;036925;Thueringen,,
Eckardtsleben;;99958;03603;Thueringen,,
Eckarrot;;74597;07967;Baden-Wuerttemberg,,
Eckartsberg;bei Zittau;02763;03583;Sachsen,,
Eckartsberga;;06648;034467;Sachsen-Anhalt,,
Eckelsheim;;55599;06703;Rheinland-Pfalz,,
Eckenroth;;55444;06724;Rheinland-Pfalz,,
Eckental;;90542;09126;Bayern,,
Eckernfoerde;;24340;04351;Schlewig-Holstein,,
Eckersdorf;;95488;0921;Bayern,,
Eckersweiler;;55777;06783;Rheinland-Pfalz,,
Eckfeld;;54531;06572;Rheinland-Pfalz,,
Eckhuett;;94374;09905;Bayern,,
Ecklak;;25572;04825;Schlewig-Holstein,,
Ecklingerode;;37339;036071;Thueringen,,
Eckmannsdorf;;14913;033743;Brandenburg,,
Eckolstaedt;;99510;036421;Thueringen,,
Eckstedt;;99195;036371;Thueringen,,
Eddelak;;25715;04855;Schlewig-Holstein,,
Edderitz;;06388;034976;Sachsen-Anhalt,,
Edelsfeld;;92265;09665;Bayern,,
Edemissen;bei Peine;31234;05176;Niedersachsen,,
Edenkoben;;67480;06323;Rheinland-Pfalz,,
Eder;bei Thalhausen;83362;08666;Bayern,,
Ederheim;;86739;09081;Bayern,,
Edermuende;;34295;05665;Hessen,,
Edersleben;;06528;03464;Sachsen-Anhalt,,
Edertal;;34549;05623;Hessen,,
Edesheim;, Pfalz;67483;06323;Rheinland-Pfalz,
Edewecht;;26188;04405;Niedersachsen,,
Ediger-Eller;;56814;02675;Rheinland-Pfalz,,
Edingen-Neckarhausen;;68535;06203;Baden-Wuerttemberg,,
Edlau;bei Koennern;06420;034691;Sachsen-Anhalt,,
Edling;bei Wasserburg am Inn;83533;08071;Bayern,,
Effelder;bei Leinefelde;37359;036075;Thueringen,,
Effelder;bei Sonneberg, Thueringen;96528;036766;Thueringen,
Effeltrich;;91090;09133;Bayern,,
Efringen-Kirchen;;79588;07628;Baden-Wuerttemberg,,
Egelinde;;14806;033847;Brandenburg,,
Egeln;;39435;039268;Sachsen-Anhalt,,
Egelsbach;, Hessen;63329;06103;Hessen,
Egenhausen;, Baden-Wuerttemberg;72227;07453;Baden-Wuerttemberg,
Egenhofen;, Kreis Fuerstenfeldbruck;82281;08145;Bayern,
Egerdach;;83379;08681;Bayern,,
Egesheim;;78592;07429;Baden-Wuerttemberg,,
Egestorf;, Nordheide;21272;04175;Niedersachsen,
Egg;an der Guenz;87743;08333;Bayern,,
Eggebek;;24852;04609;Schlewig-Holstein,,
Eggenfelden;;84307;08721;Bayern,,
Eggenstedt;;39365;039407;Sachsen-Anhalt,,
Eggenstein-Leopoldshafen;;76344;0721;Baden-Wuerttemberg,,
Eggenthal;, Schwaben;87653;08347;Bayern,
Eggerdach;;83119;08075;Bayern,,
Eggerkamp;;21734;04753;Niedersachsen,,
Eggermuehlen;;49577;05462;Niedersachsen,,
Eggersdorf;bei Strausberg;15345;033439;Brandenburg,,
Eggersdorf;bei Fuerstenwalde, Spree;15518;033432;Brandenburg,
Eggersdorf;bei Schoenebeck, Elbe;39221;03928;Sachsen-Anhalt,
Eggersdorf Siedlung;;15374;033432;Brandenburg,,
Eggesin;;17367;039779;Mecklenburg-Vorpommern,,
Eggingen;, Kreis Waldshut;79805;07746;Baden-Wuerttemberg,
Egglham;bei Aidenbach, Niederbayern;84385;08543;Bayern,
Egglkofen;;84546;08639;Bayern,,
Eggolsheim;;91330;09545;Bayern,,
Eggstaett;, Kreis Rosenheim, Oberbayern;83125;08056;Bayern
Eggstedt;, Holstein;25721;04830;Schlewig-Holstein,
Eging;am See;94535;08544;Bayern,,
Eglfing;, Oberbayern;82436;08847;Bayern,
Egling;bei Wolfratshausen;82544;08176;Bayern,,
Egling;an der Paar;86492;08206;Bayern,,
Egloffstein;;91349;09197;Bayern,,
Eglsee;bei Waging am See;83329;08681;Bayern,,
Egmating;;85658;08095;Bayern,,
Egonmuehle;;75059;;Baden-Wuerttemberg,,
Egsdorf;bei Koenigs Wusterhausen;15755;033766;Brandenburg,,
Egsdorf;, NL;15926;03544;Brandenburg,
Egstedt a Steiger;;99102;0361;Thueringen,,
Egstedt a Steiger;;99102;0361;Thueringen,,
Egweil;;85116;08424;Bayern,,
Ehbruch;;18211;;Mecklenburg-Vorpommern,,
Ehekirchen;, Oberbayern;86676;08435;Bayern,
Ehgarten;bei Woernsmuehl;83739;08025;Bayern,,
Ehingen;bei Wertingen;86678;08273;Bayern,,
Ehingen;am Ries;86741;09082;Bayern,,
Ehingen;(Donau);89584;07391;Baden-Wuerttemberg,,
Ehingen;, Mittelfranken;91725;09835;Bayern,
Ehlenz;;54636;06569;Rheinland-Pfalz,,
Ehlscheid;;56581;02634;Rheinland-Pfalz,,
Ehndorf;;24647;04321;Schlewig-Holstein,,
Ehningen;, Kreis Boeblingen;71139;07034;Baden-Wuerttemberg,
Ehr;bei Nastaetten;56357;06776;Rheinland-Pfalz,,
Ehra-Lessien;;38468;05377;Niedersachsen,,
Ehrenberg;(Rhoen);36115;06683;Hessen,,
Ehrenberg;bei Hildburghausen;98660;036873;Thueringen,,
Ehrenburg;bei Sulingen;27248;04275;Niedersachsen,,
Ehrenfriedersdorf;;09427;037341;Sachsen,,
Ehrenkirchen;;79238;07633;Baden-Wuerttemberg,,
Ehrensberg;bei Ilmmuenster;85304;;Bayern,,
Ehrenstein;bei Stadtilm;99326;03629;Thueringen,,
Ehringshausen;, Dill;35630;06443;Hessen,
Ehweiler;;66871;06384;Rheinland-Pfalz,,
Eibau;;02739;03586;Sachsen,,
Eibau-Neueibau;;02739;03586;Sachsen,,
Eibau-Walddorf;;02739;03586;Sachsen,,
